PageURL,Type,variable,value
www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/compte.html,Immigration,1.1.2018,655318
www.canada.ca/en/services/benefits/ei/ei-regular-benefit.html,Employment and Social Development ,1.1.2018,426951
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry.html,Immigration,1.1.2018,760267
www1.canada.ca/en/esdc/service-canada.html,Employment and Social Development ,1.1.2018,771814
www.canada.ca/en/services/jobs/opportunities.html,Jobs,1.1.2018,349283
www.canada.ca/en/revenue-agency/search.html,Taxes,1.1.2018,54547
www.canada.ca/en/public-service-commission/jobs/services/gc-jobs.html,Jobs,1.1.2018,500622
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta.html,Immigration,1.1.2018,521385
www.canada.ca/en/services/benefits/calendar.html,Benefits,1.1.2018,404721
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyPaymentDetails.aspx,Employment and Social Development ,1.1.2018,495523
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/gst-hst-netfile.html,Taxes,1.1.2018,572072
www.canada.ca/en/revenue-agency/corporate/contact-information.html,Taxes,1.1.2018,350741
www.canada.ca/en/services/taxes.html,Taxes,1.1.2018,421405
www23.statcan.gc.ca/imdb/p3VD.pl,Other,1.1.2018,0
recherche-search.gc.ca/rGs/s_r,Canada.Ca Search,1.1.2018,0
www.canada.ca/fr/emploi-developpement-social/ministere/portefeuille/service-canada.html,Employment and Social Development ,1.1.2018,341258
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply.html,Immigration,1.1.2018,464790
www.canada.ca/fr/services/immigration-citoyennete.html,Immigration,1.1.2018,535373
www.canada.ca/en/employment-social-development/services/my-account/before-register.html,Employment and Social Development ,1.1.2018,298828
www.canada.ca/en/public-service-commission/jobs/services/public-service-jobs.html,Jobs,1.1.2018,44027
www.canada.ca/en/immigration-refugees-citizenship/services/work-canada.html,Immigration,1.1.2018,470866
www.canada.ca/en/contact.html,Canada.ca Contact page,1.1.2018,245526
www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,Immigration,1.1.2018,140
www.canada.ca/en/services/jobs/opportunities/government.html,Jobs,1.1.2018,264930
www.canada.ca/en/services/taxes/income-tax/personal-income-tax.html,Taxes,1.1.2018,259705
www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security/payments.html,Benefits,1.1.2018,238768
www.canada.ca/en/services/benefits.html,Benefits,1.1.2018,243823
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply-passport-information.html,Immigration,1.1.2018,310443
www.canada.ca/en/revenue-agency/services/e-services/cra-login-services/cra-login-services-register-forgot-your-user.html,Taxes,1.1.2018,242810
www.canada.ca/en/services/benefits/ei/ei-regular-benefit/apply.html,Benefits,1.1.2018,259153
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/account-individuals/help-account.html,Taxes,1.1.2018,136513
www.canada.ca/en/immigration-refugees-citizenship/services/study-canada.html,Immigration,1.1.2018,312514
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/apply-visitor-visa.html,Immigration,1.1.2018,265216
www.canada.ca/en/services/benefits/publicpensions/cpp.html,Benefits,1.1.2018,248398
www.canada.ca/en/revenue-agency/services/e-services/payment-save-time-pay-online.html,Taxes,1.1.2018,276668
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/mycra.html,Taxes,1.1.2018,150336
www.canada.ca/en/revenue-agency/services/make-a-payment-canada-revenue-agency.html,Taxes,1.1.2018,246313
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/message-centre.jspx,Employment and Social Development ,1.1.2018,302102
www.canada.ca/en/employment-social-development/corporate/contact/ei-individual.html,Employment and Social Development ,1.1.2018,283341
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/works.html,Immigration,1.1.2018,361392
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/application-canadian-citizenship-adults.html,Immigration,1.1.2018,459694
www1.canada.ca/fr/deconnexion/mdsc.html,Employment and Social Development ,1.1.2018,326373
www.canada.ca/en/services/benefits/publicpensions/cpp/cpp-benefit/amount.html,Benefits,1.1.2018,232204
www.canada.ca/en/services/taxes/gsthst.html,Taxes,1.1.2018,284041
search-recherche.gc.ca/rGs/s_r,Canada.Ca Search,1.1.2018,0
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/guide-5256-applying-visitor-visa-temporary-resident-visa.html,Immigration,1.1.2018,287044
www.canada.ca/fr/services/prestations/ae/assurance-emploi-reguliere.html,Employment and Social Development ,1.1.2018,207049
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/become-candidate/eligibility/find-national-occupation-code.html,Immigration,1.1.2018,537571
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/eligibility/find-national-occupation-code.html,Immigration,1.1.2018,0
www.canada.ca/fr/sr.html,Canada.Ca Home Page,1.1.2018,339985
www.canada.ca/en/revenue-agency/services/child-family-benefits/benefit-payment-dates.html,Taxes,1.1.2018,228554
www.canada.ca/en/services/benefits/ei/ei-apply-online.html,Benefits,1.1.2018,198378
www.canada.ca/en/services/benefits/ei/ei-regular-benefit/eligibility.html,Benefits,1.1.2018,175229
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship.html,Immigration,1.1.2018,318320
www.canada.ca/en/immigration-refugees-citizenship/corporate/contact-ircc.html,Immigration,1.1.2018,233495
www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security.html,Benefits,1.1.2018,165109
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports.html,Immigration,1.1.2018,340964
www.canada.ca/en/employment-social-development.html,Employment and Social Development ,1.1.2018,161668
www.canada.ca/en/revenue-agency.html,Taxes,2.1.2018,5902235
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/home.jspx,Employment and Social Development ,2.1.2018,4857432
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/account-individuals.html,Taxes,2.1.2018,5359589
www.canada.ca/en/employment-social-development/services/my-account/access.html,Employment and Social Development ,2.1.2018,3395578
www.canada.ca/en/immigration-refugees-citizenship/services/application/account.html,Immigration,2.1.2018,4054303
www.canada.ca/en/employment-social-development/services/my-account.html,Employment and Social Development ,2.1.2018,2739788
www.canada.ca/en/services/immigration-citizenship.html,Immigration,2.1.2018,3430842
www.canada.ca/en.html,Canada.Ca Home Page,2.1.2018,2487292
www.canada.ca/en/employment-social-development/corporate/portfolio/service-canada.html,Employment and Social Development ,2.1.2018,1457780
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/ei-correspondence.jspx,Employment and Social Development ,2.1.2018,1976432
www.canada.ca/en/services/benefits/ei/ei-internet-reporting.html,Benefits,2.1.2018,1147415
www.canada.ca/en/revenue-agency/services/e-services/represent-a-client.html,Taxes,2.1.2018,2242541
www.canada.ca/en/services/benefits/ei.html,Benefits,2.1.2018,806994
www.canada.ca/en/immigration-refugees-citizenship/services/application.html,Immigration,2.1.2018,1292100
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyPayments.aspx,Employment and Social Development ,2.1.2018,1187651
www.canada.ca/en/sr.html,Canada.Ca Home Page,2.1.2018,1629676
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyCurrentClaim.aspx,Employment and Social Development ,2.1.2018,740189
www.canada.ca/en/revenue-agency/services/e-services/cra-login-services.html,Taxes,2.1.2018,1222512
www.canada.ca/fr/emploi-developpement-social/services/mon-dossier/acceder.html,Employment and Social Development ,2.1.2018,844629
www.canada.ca/home.html,Canada.Ca Home Page,2.1.2018,913189
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyRoeList.aspx,Employment and Social Development ,2.1.2018,887589
www1.canada.ca/en/logout/msca.html,Canada.Ca Home Page,2.1.2018,846541
www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html,Immigration,2.1.2018,925730
www.canada.ca/fr/emploi-developpement-social/services/mon-dossier.html,Employment and Social Development ,2.1.2018,591616
www.canada.ca/en/sr/srb.html,Canada.Ca Search,2.1.2018,0
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada.html,Immigration,2.1.2018,798556
www.canada.ca/fr/agence-revenu/services/services-electroniques/services-electroniques-particuliers/dossier-particuliers.html,Taxes,2.1.2018,664621
www.canada.ca/en/services/taxes/income-tax.html,Taxes,2.1.2018,877353
www.canada.ca/fr.html,Canada.Ca Home Page,2.1.2018,483739
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada.html,Immigration,2.1.2018,756015
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/business-account.html,Revenue,2.1.2018,764119
www.canada.ca/en/services/immigration-citizenship/search.html,Immigration,2.1.2018,726772
www.canada.ca/fr/agence-revenu.html,Taxes,2.1.2018,667259
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/payroll-deductions-online-calculator.html,Taxes,2.1.2018,618175
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides.html,Immigration,2.1.2018,586581
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/gst-hst-netfile/gst-hst-netfile-ready-file-online-check-list.html,Taxes,2.1.2018,399075
www.canada.ca/fr/services/prestations/ae/assurance-emploi-declaration-internet.html,Employment and Social Development ,2.1.2018,352034
www.canada.ca/en/revenue-agency/corporate/contact-information/telephone-numbers.html,Taxes,2.1.2018,511974
www.canada.ca/en/revenue-agency/services/e-services/auto-fill-return-express-noa.html,Taxes,2.1.2018,827918
www.canada.ca/en/immigration-refugees-citizenship/services/come-canada-tool.html,Immigration,2.1.2018,619947
www.canada.ca/en/employment-social-development/programs/ei/ei-list/ei-roe/access-roe.html,Employment and Social Development ,2.1.2018,251014
www.canada.ca/fr/services/prestations/ae.html,Employment and Social Development ,2.1.2018,282232
www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/compte.html,Immigration,2.1.2018,520780
www.canada.ca/en/services/benefits/ei/ei-regular-benefit.html,Employment and Social Development ,2.1.2018,255622
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry.html,Immigration,2.1.2018,574006
www1.canada.ca/en/esdc/service-canada.html,Employment and Social Development ,2.1.2018,653486
www.canada.ca/en/services/jobs/opportunities.html,Jobs,2.1.2018,299343
www.canada.ca/en/revenue-agency/search.html,Taxes,2.1.2018,5
www.canada.ca/en/public-service-commission/jobs/services/gc-jobs.html,Jobs,2.1.2018,462490
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta.html,Immigration,2.1.2018,459795
www.canada.ca/en/services/benefits/calendar.html,Benefits,2.1.2018,242275
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyPaymentDetails.aspx,Employment and Social Development ,2.1.2018,353919
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/gst-hst-netfile.html,Taxes,2.1.2018,321214
www.canada.ca/en/revenue-agency/corporate/contact-information.html,Taxes,2.1.2018,377574
www.canada.ca/en/services/taxes.html,Taxes,2.1.2018,567794
www23.statcan.gc.ca/imdb/p3VD.pl,Other,2.1.2018,0
recherche-search.gc.ca/rGs/s_r,Canada.Ca Search,2.1.2018,0
www.canada.ca/fr/emploi-developpement-social/ministere/portefeuille/service-canada.html,Employment and Social Development ,2.1.2018,215650
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply.html,Immigration,2.1.2018,424488
www.canada.ca/fr/services/immigration-citoyennete.html,Immigration,2.1.2018,417549
www.canada.ca/en/employment-social-development/services/my-account/before-register.html,Employment and Social Development ,2.1.2018,289802
www.canada.ca/en/public-service-commission/jobs/services/public-service-jobs.html,Jobs,2.1.2018,32632
www.canada.ca/en/immigration-refugees-citizenship/services/work-canada.html,Immigration,2.1.2018,384289
www.canada.ca/en/contact.html,Canada.ca Contact page,2.1.2018,205953
www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,Immigration,2.1.2018,124
www.canada.ca/en/services/jobs/opportunities/government.html,Jobs,2.1.2018,236575
www.canada.ca/en/services/taxes/income-tax/personal-income-tax.html,Taxes,2.1.2018,418629
www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security/payments.html,Benefits,2.1.2018,193216
www.canada.ca/en/services/benefits.html,Benefits,2.1.2018,176831
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply-passport-information.html,Immigration,2.1.2018,291359
www.canada.ca/en/revenue-agency/services/e-services/cra-login-services/cra-login-services-register-forgot-your-user.html,Taxes,2.1.2018,308280
www.canada.ca/en/services/benefits/ei/ei-regular-benefit/apply.html,Benefits,2.1.2018,134794
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/account-individuals/help-account.html,Taxes,2.1.2018,388495
www.canada.ca/en/immigration-refugees-citizenship/services/study-canada.html,Immigration,2.1.2018,270323
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/apply-visitor-visa.html,Immigration,2.1.2018,248303
www.canada.ca/en/services/benefits/publicpensions/cpp.html,Benefits,2.1.2018,196336
www.canada.ca/en/revenue-agency/services/e-services/payment-save-time-pay-online.html,Taxes,2.1.2018,211433
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/mycra.html,Taxes,2.1.2018,210629
www.canada.ca/en/revenue-agency/services/make-a-payment-canada-revenue-agency.html,Taxes,2.1.2018,196123
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/message-centre.jspx,Employment and Social Development ,2.1.2018,246464
www.canada.ca/en/employment-social-development/corporate/contact/ei-individual.html,Employment and Social Development ,2.1.2018,188054
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/works.html,Immigration,2.1.2018,272817
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/application-canadian-citizenship-adults.html,Immigration,2.1.2018,356694
www1.canada.ca/fr/deconnexion/mdsc.html,Employment and Social Development ,2.1.2018,218419
www.canada.ca/en/services/benefits/publicpensions/cpp/cpp-benefit/amount.html,Benefits,2.1.2018,193837
www.canada.ca/en/services/taxes/gsthst.html,Taxes,2.1.2018,181722
search-recherche.gc.ca/rGs/s_r,Canada.Ca Search,2.1.2018,0
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/guide-5256-applying-visitor-visa-temporary-resident-visa.html,Immigration,2.1.2018,284919
www.canada.ca/fr/services/prestations/ae/assurance-emploi-reguliere.html,Employment and Social Development ,2.1.2018,112804
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/become-candidate/eligibility/find-national-occupation-code.html,Immigration,2.1.2018,488939
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/eligibility/find-national-occupation-code.html,Immigration,2.1.2018,0
www.canada.ca/fr/sr.html,Canada.Ca Home Page,2.1.2018,274404
www.canada.ca/en/revenue-agency/services/child-family-benefits/benefit-payment-dates.html,Taxes,2.1.2018,213856
www.canada.ca/en/services/benefits/ei/ei-apply-online.html,Benefits,2.1.2018,120379
www.canada.ca/en/services/benefits/ei/ei-regular-benefit/eligibility.html,Benefits,2.1.2018,121900
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship.html,Immigration,2.1.2018,256726
www.canada.ca/en/immigration-refugees-citizenship/corporate/contact-ircc.html,Immigration,2.1.2018,197882
www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security.html,Benefits,2.1.2018,133483
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports.html,Immigration,2.1.2018,277105
www.canada.ca/en/employment-social-development.html,Employment and Social Development ,2.1.2018,140259
www.canada.ca/en/revenue-agency.html,Taxes,3.1.2018,9520308
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/home.jspx,Employment and Social Development ,3.1.2018,4857468
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/account-individuals.html,Taxes,3.1.2018,10066340
www.canada.ca/en/employment-social-development/services/my-account/access.html,Employment and Social Development ,3.1.2018,3709178
www.canada.ca/en/immigration-refugees-citizenship/services/application/account.html,Immigration,3.1.2018,4769766
www.canada.ca/en/employment-social-development/services/my-account.html,Employment and Social Development ,3.1.2018,3062261
www.canada.ca/en/services/immigration-citizenship.html,Immigration,3.1.2018,3943679
www.canada.ca/en.html,Canada.Ca Home Page,3.1.2018,2933620
www.canada.ca/en/employment-social-development/corporate/portfolio/service-canada.html,Employment and Social Development ,3.1.2018,1567217
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/ei-correspondence.jspx,Employment and Social Development ,3.1.2018,1835816
www.canada.ca/en/services/benefits/ei/ei-internet-reporting.html,Benefits,3.1.2018,1269998
www.canada.ca/en/revenue-agency/services/e-services/represent-a-client.html,Taxes,3.1.2018,3218159
www.canada.ca/en/services/benefits/ei.html,Benefits,3.1.2018,875324
www.canada.ca/en/immigration-refugees-citizenship/services/application.html,Immigration,3.1.2018,1499809
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyPayments.aspx,Employment and Social Development ,3.1.2018,1143827
www.canada.ca/en/sr.html,Canada.Ca Home Page,3.1.2018,1833869
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyCurrentClaim.aspx,Employment and Social Development ,3.1.2018,726813
www.canada.ca/en/revenue-agency/services/e-services/cra-login-services.html,Taxes,3.1.2018,2332345
www.canada.ca/fr/emploi-developpement-social/services/mon-dossier/acceder.html,Employment and Social Development ,3.1.2018,931728
www.canada.ca/home.html,Canada.Ca Home Page,3.1.2018,939948
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyRoeList.aspx,Employment and Social Development ,3.1.2018,799847
www1.canada.ca/en/logout/msca.html,Canada.Ca Home Page,3.1.2018,760969
www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html,Immigration,3.1.2018,1084107
www.canada.ca/fr/emploi-developpement-social/services/mon-dossier.html,Employment and Social Development ,3.1.2018,655760
www.canada.ca/en/sr/srb.html,Canada.Ca Search,3.1.2018,333485
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada.html,Immigration,3.1.2018,977570
www.canada.ca/fr/agence-revenu/services/services-electroniques/services-electroniques-particuliers/dossier-particuliers.html,Taxes,3.1.2018,1505865
www.canada.ca/en/services/taxes/income-tax.html,Taxes,3.1.2018,1436971
www.canada.ca/fr.html,Canada.Ca Home Page,3.1.2018,550024
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada.html,Immigration,3.1.2018,793796
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/business-account.html,Revenue,3.1.2018,720462
www.canada.ca/en/services/immigration-citizenship/search.html,Immigration,3.1.2018,866246
www.canada.ca/fr/agence-revenu.html,Taxes,3.1.2018,1266607
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/payroll-deductions-online-calculator.html,Taxes,3.1.2018,573048
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides.html,Immigration,3.1.2018,735539
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/gst-hst-netfile/gst-hst-netfile-ready-file-online-check-list.html,Taxes,3.1.2018,506703
www.canada.ca/fr/services/prestations/ae/assurance-emploi-declaration-internet.html,Employment and Social Development ,3.1.2018,378978
www.canada.ca/en/revenue-agency/corporate/contact-information/telephone-numbers.html,Taxes,3.1.2018,913755
www.canada.ca/en/revenue-agency/services/e-services/auto-fill-return-express-noa.html,Taxes,3.1.2018,2768720
www.canada.ca/en/immigration-refugees-citizenship/services/come-canada-tool.html,Immigration,3.1.2018,654441
www.canada.ca/en/employment-social-development/programs/ei/ei-list/ei-roe/access-roe.html,Employment and Social Development ,3.1.2018,373646
www.canada.ca/fr/services/prestations/ae.html,Employment and Social Development ,3.1.2018,310020
www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/compte.html,Immigration,3.1.2018,550462
www.canada.ca/en/services/benefits/ei/ei-regular-benefit.html,Employment and Social Development ,3.1.2018,290516
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry.html,Immigration,3.1.2018,553396
www1.canada.ca/en/esdc/service-canada.html,Employment and Social Development ,3.1.2018,672670
www.canada.ca/en/services/jobs/opportunities.html,Jobs,3.1.2018,325005
www.canada.ca/en/revenue-agency/search.html,Taxes,3.1.2018,9
www.canada.ca/en/public-service-commission/jobs/services/gc-jobs.html,Jobs,3.1.2018,494888
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta.html,Immigration,3.1.2018,529832
www.canada.ca/en/services/benefits/calendar.html,Benefits,3.1.2018,288354
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyPaymentDetails.aspx,Employment and Social Development ,3.1.2018,336637
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/gst-hst-netfile.html,Taxes,3.1.2018,418642
www.canada.ca/en/revenue-agency/corporate/contact-information.html,Taxes,3.1.2018,616598
www.canada.ca/en/services/taxes.html,Taxes,3.1.2018,668842
www23.statcan.gc.ca/imdb/p3VD.pl,Other,3.1.2018,657096
recherche-search.gc.ca/rGs/s_r,Canada.Ca Search,3.1.2018,0
www.canada.ca/fr/emploi-developpement-social/ministere/portefeuille/service-canada.html,Employment and Social Development ,3.1.2018,261548
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply.html,Immigration,3.1.2018,523418
www.canada.ca/fr/services/immigration-citoyennete.html,Immigration,3.1.2018,435800
www.canada.ca/en/employment-social-development/services/my-account/before-register.html,Employment and Social Development ,3.1.2018,341388
www.canada.ca/en/public-service-commission/jobs/services/public-service-jobs.html,Jobs,3.1.2018,31157
www.canada.ca/en/immigration-refugees-citizenship/services/work-canada.html,Immigration,3.1.2018,384824
www.canada.ca/en/contact.html,Canada.ca Contact page,3.1.2018,249091
www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,Immigration,3.1.2018,155
www.canada.ca/en/services/jobs/opportunities/government.html,Jobs,3.1.2018,249783
www.canada.ca/en/services/taxes/income-tax/personal-income-tax.html,Taxes,3.1.2018,684773
www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security/payments.html,Benefits,3.1.2018,234728
www.canada.ca/en/services/benefits.html,Benefits,3.1.2018,201128
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply-passport-information.html,Immigration,3.1.2018,352655
www.canada.ca/en/revenue-agency/services/e-services/cra-login-services/cra-login-services-register-forgot-your-user.html,Taxes,3.1.2018,592965
www.canada.ca/en/services/benefits/ei/ei-regular-benefit/apply.html,Benefits,3.1.2018,170773
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/account-individuals/help-account.html,Taxes,3.1.2018,707760
www.canada.ca/en/immigration-refugees-citizenship/services/study-canada.html,Immigration,3.1.2018,317689
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/apply-visitor-visa.html,Immigration,3.1.2018,300107
www.canada.ca/en/services/benefits/publicpensions/cpp.html,Benefits,3.1.2018,208071
www.canada.ca/en/revenue-agency/services/e-services/payment-save-time-pay-online.html,Taxes,3.1.2018,272425
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/mycra.html,Taxes,3.1.2018,390423
www.canada.ca/en/revenue-agency/services/make-a-payment-canada-revenue-agency.html,Taxes,3.1.2018,347505
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/message-centre.jspx,Employment and Social Development ,3.1.2018,264200
www.canada.ca/en/employment-social-development/corporate/contact/ei-individual.html,Employment and Social Development ,3.1.2018,193932
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/works.html,Immigration,3.1.2018,269476
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/application-canadian-citizenship-adults.html,Immigration,3.1.2018,353579
www1.canada.ca/fr/deconnexion/mdsc.html,Employment and Social Development ,3.1.2018,190026
www.canada.ca/en/services/benefits/publicpensions/cpp/cpp-benefit/amount.html,Benefits,3.1.2018,197947
www.canada.ca/en/services/taxes/gsthst.html,Taxes,3.1.2018,244654
search-recherche.gc.ca/rGs/s_r,Canada.Ca Search,3.1.2018,37823
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/guide-5256-applying-visitor-visa-temporary-resident-visa.html,Immigration,3.1.2018,374618
www.canada.ca/fr/services/prestations/ae/assurance-emploi-reguliere.html,Employment and Social Development ,3.1.2018,112770
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/become-candidate/eligibility/find-national-occupation-code.html,Immigration,3.1.2018,518113
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/eligibility/find-national-occupation-code.html,Immigration,3.1.2018,0
www.canada.ca/fr/sr.html,Canada.Ca Home Page,3.1.2018,310366
www.canada.ca/en/revenue-agency/services/child-family-benefits/benefit-payment-dates.html,Taxes,3.1.2018,175113
www.canada.ca/en/services/benefits/ei/ei-apply-online.html,Benefits,3.1.2018,137271
www.canada.ca/en/services/benefits/ei/ei-regular-benefit/eligibility.html,Benefits,3.1.2018,134776
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship.html,Immigration,3.1.2018,268571
www.canada.ca/en/immigration-refugees-citizenship/corporate/contact-ircc.html,Immigration,3.1.2018,223403
www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security.html,Benefits,3.1.2018,157335
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports.html,Immigration,3.1.2018,283398
www.canada.ca/en/employment-social-development.html,Employment and Social Development ,3.1.2018,135520
www.canada.ca/en/revenue-agency.html,Taxes,4.1.2018,10759208
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/home.jspx,Employment and Social Development ,4.1.2018,4569758
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/account-individuals.html,Taxes,4.1.2018,11104911
www.canada.ca/en/employment-social-development/services/my-account/access.html,Employment and Social Development ,4.1.2018,3327432
www.canada.ca/en/immigration-refugees-citizenship/services/application/account.html,Immigration,4.1.2018,4955329
www.canada.ca/en/employment-social-development/services/my-account.html,Employment and Social Development ,4.1.2018,2726545
www.canada.ca/en/services/immigration-citizenship.html,Immigration,4.1.2018,3938156
www.canada.ca/en.html,Canada.Ca Home Page,4.1.2018,2897413
www.canada.ca/en/employment-social-development/corporate/portfolio/service-canada.html,Employment and Social Development ,4.1.2018,1462731
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/ei-correspondence.jspx,Employment and Social Development ,4.1.2018,1750313
www.canada.ca/en/services/benefits/ei/ei-internet-reporting.html,Benefits,4.1.2018,1099173
www.canada.ca/en/revenue-agency/services/e-services/represent-a-client.html,Taxes,4.1.2018,3817966
www.canada.ca/en/services/benefits/ei.html,Benefits,4.1.2018,770998
www.canada.ca/en/immigration-refugees-citizenship/services/application.html,Immigration,4.1.2018,1526759
