PageURL,Type,variable,value
www.canada.ca/fr/services/prestations/ae.html,Employment and Social Development ,5.1.2017,265894
www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/compte.html,Immigration,5.1.2017,0
www.canada.ca/en/services/benefits/ei/ei-regular-benefit.html,Employment and Social Development ,5.1.2017,287364
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry.html,Immigration,5.1.2017,0
www1.canada.ca/en/esdc/service-canada.html,Employment and Social Development ,5.1.2017,0
www.canada.ca/en/services/jobs/opportunities.html,Jobs,5.1.2017,240030
www.canada.ca/en/revenue-agency/search.html,Taxes,5.1.2017,0
www.canada.ca/en/public-service-commission/jobs/services/gc-jobs.html,Jobs,5.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta.html,Immigration,5.1.2017,0
www.canada.ca/en/services/benefits/calendar.html,Benefits,5.1.2017,155091
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyPaymentDetails.aspx,Employment and Social Development ,5.1.2017,254454
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/gst-hst-netfile.html,Taxes,5.1.2017,0
www.canada.ca/en/revenue-agency/corporate/contact-information.html,Taxes,5.1.2017,0
www.canada.ca/en/services/taxes.html,Taxes,5.1.2017,34253
www23.statcan.gc.ca/imdb/p3VD.pl,Other,5.1.2017,0
recherche-search.gc.ca/rGs/s_r,Canada.Ca Search,5.1.2017,0
www.canada.ca/fr/emploi-developpement-social/ministere/portefeuille/service-canada.html,Employment and Social Development ,5.1.2017,239485
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply.html,Immigration,5.1.2017,0
www.canada.ca/fr/services/immigration-citoyennete.html,Immigration,5.1.2017,0
www.canada.ca/en/employment-social-development/services/my-account/before-register.html,Employment and Social Development ,5.1.2017,215209
www.canada.ca/en/public-service-commission/jobs/services/public-service-jobs.html,Jobs,5.1.2017,566467
www.canada.ca/en/immigration-refugees-citizenship/services/work-canada.html,Immigration,5.1.2017,0
www.canada.ca/en/contact.html,Canada.ca Contact page,5.1.2017,192774
www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,Immigration,5.1.2017,0
www.canada.ca/en/services/jobs/opportunities/government.html,Jobs,5.1.2017,155606
www.canada.ca/en/services/taxes/income-tax/personal-income-tax.html,Taxes,5.1.2017,41954
www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security/payments.html,Benefits,5.1.2017,187764
www.canada.ca/en/services/benefits.html,Benefits,5.1.2017,184978
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply-passport-information.html,Immigration,5.1.2017,0
www.canada.ca/en/revenue-agency/services/e-services/cra-login-services/cra-login-services-register-forgot-your-user.html,Taxes,5.1.2017,0
www.canada.ca/en/services/benefits/ei/ei-regular-benefit/apply.html,Benefits,5.1.2017,142964
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/account-individuals/help-account.html,Taxes,5.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/study-canada.html,Immigration,5.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/apply-visitor-visa.html,Immigration,5.1.2017,0
www.canada.ca/en/services/benefits/publicpensions/cpp.html,Benefits,5.1.2017,176276
www.canada.ca/en/revenue-agency/services/e-services/payment-save-time-pay-online.html,Taxes,5.1.2017,0
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/mycra.html,Taxes,5.1.2017,0
www.canada.ca/en/revenue-agency/services/make-a-payment-canada-revenue-agency.html,Taxes,5.1.2017,0
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/message-centre.jspx,Employment and Social Development ,5.1.2017,153933
www.canada.ca/en/employment-social-development/corporate/contact/ei-individual.html,Employment and Social Development ,5.1.2017,147772
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/works.html,Immigration,5.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/application-canadian-citizenship-adults.html,Immigration,5.1.2017,0
www1.canada.ca/fr/deconnexion/mdsc.html,Employment and Social Development ,5.1.2017,159799
www.canada.ca/en/services/benefits/publicpensions/cpp/cpp-benefit/amount.html,Benefits,5.1.2017,167000
www.canada.ca/en/services/taxes/gsthst.html,Taxes,5.1.2017,29464
search-recherche.gc.ca/rGs/s_r,Canada.Ca Search,5.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/guide-5256-applying-visitor-visa-temporary-resident-visa.html,Immigration,5.1.2017,0
www.canada.ca/fr/services/prestations/ae/assurance-emploi-reguliere.html,Employment and Social Development ,5.1.2017,128725
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/become-candidate/eligibility/find-national-occupation-code.html,Immigration,5.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/eligibility/find-national-occupation-code.html,Immigration,5.1.2017,0
www.canada.ca/fr/sr.html,Canada.Ca Home Page,5.1.2017,145284
www.canada.ca/en/revenue-agency/services/child-family-benefits/benefit-payment-dates.html,Taxes,5.1.2017,0
www.canada.ca/en/services/benefits/ei/ei-apply-online.html,Benefits,5.1.2017,153559
www.canada.ca/en/services/benefits/ei/ei-regular-benefit/eligibility.html,Benefits,5.1.2017,128263
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship.html,Immigration,5.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/corporate/contact-ircc.html,Immigration,5.1.2017,0
www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security.html,Benefits,5.1.2017,126632
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports.html,Immigration,5.1.2017,0
www.canada.ca/en/employment-social-development.html,Employment and Social Development ,5.1.2017,128036
www.canada.ca/en/revenue-agency.html,Taxes,6.1.2017,40942
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/home.jspx,Employment and Social Development ,6.1.2017,3154348
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/account-individuals.html,Taxes,6.1.2017,0
www.canada.ca/en/employment-social-development/services/my-account/access.html,Employment and Social Development ,6.1.2017,2237636
www.canada.ca/en/immigration-refugees-citizenship/services/application/account.html,Immigration,6.1.2017,0
www.canada.ca/en/employment-social-development/services/my-account.html,Employment and Social Development ,6.1.2017,1808980
www.canada.ca/en/services/immigration-citizenship.html,Immigration,6.1.2017,0
www.canada.ca/en.html,Canada.Ca Home Page,6.1.2017,1572045
www.canada.ca/en/employment-social-development/corporate/portfolio/service-canada.html,Employment and Social Development ,6.1.2017,1636608
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/ei-correspondence.jspx,Employment and Social Development ,6.1.2017,1209548
www.canada.ca/en/services/benefits/ei/ei-internet-reporting.html,Benefits,6.1.2017,1020458
www.canada.ca/en/revenue-agency/services/e-services/represent-a-client.html,Taxes,6.1.2017,0
www.canada.ca/en/services/benefits/ei.html,Benefits,6.1.2017,739449
www.canada.ca/en/immigration-refugees-citizenship/services/application.html,Immigration,6.1.2017,0
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyPayments.aspx,Employment and Social Development ,6.1.2017,824769
www.canada.ca/en/sr.html,Canada.Ca Home Page,6.1.2017,744334
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyCurrentClaim.aspx,Employment and Social Development ,6.1.2017,848817
www.canada.ca/en/revenue-agency/services/e-services/cra-login-services.html,Taxes,6.1.2017,0
www.canada.ca/fr/emploi-developpement-social/services/mon-dossier/acceder.html,Employment and Social Development ,6.1.2017,514380
www.canada.ca/home.html,Canada.Ca Home Page,6.1.2017,458183
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyRoeList.aspx,Employment and Social Development ,6.1.2017,556195
www1.canada.ca/en/logout/msca.html,Canada.Ca Home Page,6.1.2017,549547
www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html,Immigration,6.1.2017,0
www.canada.ca/fr/emploi-developpement-social/services/mon-dossier.html,Employment and Social Development ,6.1.2017,368340
www.canada.ca/en/sr/srb.html,Canada.Ca Search,6.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada.html,Immigration,6.1.2017,0
www.canada.ca/fr/agence-revenu/services/services-electroniques/services-electroniques-particuliers/dossier-particuliers.html,Taxes,6.1.2017,0
www.canada.ca/en/services/taxes/income-tax.html,Taxes,6.1.2017,63019
www.canada.ca/fr.html,Canada.Ca Home Page,6.1.2017,328470
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada.html,Immigration,6.1.2017,0
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/business-account.html,Revenue,6.1.2017,0
www.canada.ca/en/services/immigration-citizenship/search.html,Immigration,6.1.2017,0
www.canada.ca/fr/agence-revenu.html,Taxes,6.1.2017,6733
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/payroll-deductions-online-calculator.html,Taxes,6.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides.html,Immigration,6.1.2017,0
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/gst-hst-netfile/gst-hst-netfile-ready-file-online-check-list.html,Taxes,6.1.2017,0
www.canada.ca/fr/services/prestations/ae/assurance-emploi-declaration-internet.html,Employment and Social Development ,6.1.2017,285903
www.canada.ca/en/revenue-agency/corporate/contact-information/telephone-numbers.html,Taxes,6.1.2017,0
www.canada.ca/en/revenue-agency/services/e-services/auto-fill-return-express-noa.html,Taxes,6.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/come-canada-tool.html,Immigration,6.1.2017,0
www.canada.ca/en/employment-social-development/programs/ei/ei-list/ei-roe/access-roe.html,Employment and Social Development ,6.1.2017,272048
www.canada.ca/fr/services/prestations/ae.html,Employment and Social Development ,6.1.2017,243596
www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/compte.html,Immigration,6.1.2017,0
www.canada.ca/en/services/benefits/ei/ei-regular-benefit.html,Employment and Social Development ,6.1.2017,292078
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry.html,Immigration,6.1.2017,0
www1.canada.ca/en/esdc/service-canada.html,Employment and Social Development ,6.1.2017,0
www.canada.ca/en/services/jobs/opportunities.html,Jobs,6.1.2017,219169
www.canada.ca/en/revenue-agency/search.html,Taxes,6.1.2017,0
www.canada.ca/en/public-service-commission/jobs/services/gc-jobs.html,Jobs,6.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta.html,Immigration,6.1.2017,0
www.canada.ca/en/services/benefits/calendar.html,Benefits,6.1.2017,202343
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyPaymentDetails.aspx,Employment and Social Development ,6.1.2017,267838
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/gst-hst-netfile.html,Taxes,6.1.2017,0
www.canada.ca/en/revenue-agency/corporate/contact-information.html,Taxes,6.1.2017,0
www.canada.ca/en/services/taxes.html,Taxes,6.1.2017,24835
www23.statcan.gc.ca/imdb/p3VD.pl,Other,6.1.2017,0
recherche-search.gc.ca/rGs/s_r,Canada.Ca Search,6.1.2017,0
www.canada.ca/fr/emploi-developpement-social/ministere/portefeuille/service-canada.html,Employment and Social Development ,6.1.2017,252407
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply.html,Immigration,6.1.2017,0
www.canada.ca/fr/services/immigration-citoyennete.html,Immigration,6.1.2017,0
www.canada.ca/en/employment-social-development/services/my-account/before-register.html,Employment and Social Development ,6.1.2017,186733
www.canada.ca/en/public-service-commission/jobs/services/public-service-jobs.html,Jobs,6.1.2017,549105
www.canada.ca/en/immigration-refugees-citizenship/services/work-canada.html,Immigration,6.1.2017,0
www.canada.ca/en/contact.html,Canada.ca Contact page,6.1.2017,189778
www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,Immigration,6.1.2017,0
www.canada.ca/en/services/jobs/opportunities/government.html,Jobs,6.1.2017,150148
www.canada.ca/en/services/taxes/income-tax/personal-income-tax.html,Taxes,6.1.2017,31135
www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security/payments.html,Benefits,6.1.2017,183653
www.canada.ca/en/services/benefits.html,Benefits,6.1.2017,177576
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply-passport-information.html,Immigration,6.1.2017,0
www.canada.ca/en/revenue-agency/services/e-services/cra-login-services/cra-login-services-register-forgot-your-user.html,Taxes,6.1.2017,0
www.canada.ca/en/services/benefits/ei/ei-regular-benefit/apply.html,Benefits,6.1.2017,168824
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/account-individuals/help-account.html,Taxes,6.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/study-canada.html,Immigration,6.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/apply-visitor-visa.html,Immigration,6.1.2017,0
www.canada.ca/en/services/benefits/publicpensions/cpp.html,Benefits,6.1.2017,152532
www.canada.ca/en/revenue-agency/services/e-services/payment-save-time-pay-online.html,Taxes,6.1.2017,0
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/mycra.html,Taxes,6.1.2017,0
www.canada.ca/en/revenue-agency/services/make-a-payment-canada-revenue-agency.html,Taxes,6.1.2017,0
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/message-centre.jspx,Employment and Social Development ,6.1.2017,159148
www.canada.ca/en/employment-social-development/corporate/contact/ei-individual.html,Employment and Social Development ,6.1.2017,147328
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/works.html,Immigration,6.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/application-canadian-citizenship-adults.html,Immigration,6.1.2017,0
www1.canada.ca/fr/deconnexion/mdsc.html,Employment and Social Development ,6.1.2017,141656
www.canada.ca/en/services/benefits/publicpensions/cpp/cpp-benefit/amount.html,Benefits,6.1.2017,144575
www.canada.ca/en/services/taxes/gsthst.html,Taxes,6.1.2017,31965
search-recherche.gc.ca/rGs/s_r,Canada.Ca Search,6.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/guide-5256-applying-visitor-visa-temporary-resident-visa.html,Immigration,6.1.2017,0
www.canada.ca/fr/services/prestations/ae/assurance-emploi-reguliere.html,Employment and Social Development ,6.1.2017,131763
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/become-candidate/eligibility/find-national-occupation-code.html,Immigration,6.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/eligibility/find-national-occupation-code.html,Immigration,6.1.2017,0
www.canada.ca/fr/sr.html,Canada.Ca Home Page,6.1.2017,139496
www.canada.ca/en/revenue-agency/services/child-family-benefits/benefit-payment-dates.html,Taxes,6.1.2017,0
www.canada.ca/en/services/benefits/ei/ei-apply-online.html,Benefits,6.1.2017,168072
www.canada.ca/en/services/benefits/ei/ei-regular-benefit/eligibility.html,Benefits,6.1.2017,134001
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship.html,Immigration,6.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/corporate/contact-ircc.html,Immigration,6.1.2017,0
www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security.html,Benefits,6.1.2017,119631
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports.html,Immigration,6.1.2017,0
www.canada.ca/en/employment-social-development.html,Employment and Social Development ,6.1.2017,120338
www.canada.ca/en/revenue-agency.html,Taxes,7.1.2017,2327852
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/home.jspx,Employment and Social Development ,7.1.2017,4357734
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/account-individuals.html,Taxes,7.1.2017,1751263
www.canada.ca/en/employment-social-development/services/my-account/access.html,Employment and Social Development ,7.1.2017,2903082
www.canada.ca/en/immigration-refugees-citizenship/services/application/account.html,Immigration,7.1.2017,0
www.canada.ca/en/employment-social-development/services/my-account.html,Employment and Social Development ,7.1.2017,2399578
www.canada.ca/en/services/immigration-citizenship.html,Immigration,7.1.2017,0
www.canada.ca/en.html,Canada.Ca Home Page,7.1.2017,1990843
www.canada.ca/en/employment-social-development/corporate/portfolio/service-canada.html,Employment and Social Development ,7.1.2017,2045988
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/ei-correspondence.jspx,Employment and Social Development ,7.1.2017,1834915
www.canada.ca/en/services/benefits/ei/ei-internet-reporting.html,Benefits,7.1.2017,1345250
www.canada.ca/en/revenue-agency/services/e-services/represent-a-client.html,Taxes,7.1.2017,393858
www.canada.ca/en/services/benefits/ei.html,Benefits,7.1.2017,938634
www.canada.ca/en/immigration-refugees-citizenship/services/application.html,Immigration,7.1.2017,0
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyPayments.aspx,Employment and Social Development ,7.1.2017,1126827
www.canada.ca/en/sr.html,Canada.Ca Home Page,7.1.2017,1142444
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyCurrentClaim.aspx,Employment and Social Development ,7.1.2017,1200163
www.canada.ca/en/revenue-agency/services/e-services/cra-login-services.html,Taxes,7.1.2017,147015
www.canada.ca/fr/emploi-developpement-social/services/mon-dossier/acceder.html,Employment and Social Development ,7.1.2017,744890
www.canada.ca/home.html,Canada.Ca Home Page,7.1.2017,605852
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyRoeList.aspx,Employment and Social Development ,7.1.2017,818801
www1.canada.ca/en/logout/msca.html,Canada.Ca Home Page,7.1.2017,757373
www.canada.ca/en/immigration-refugees-citizenship/services/application/check-status.html,Immigration,7.1.2017,0
www.canada.ca/fr/emploi-developpement-social/services/mon-dossier.html,Employment and Social Development ,7.1.2017,533635
www.canada.ca/en/sr/srb.html,Canada.Ca Search,7.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada.html,Immigration,7.1.2017,0
www.canada.ca/fr/agence-revenu/services/services-electroniques/services-electroniques-particuliers/dossier-particuliers.html,Taxes,7.1.2017,195973
www.canada.ca/en/services/taxes/income-tax.html,Taxes,7.1.2017,266616
www.canada.ca/fr.html,Canada.Ca Home Page,7.1.2017,397377
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada.html,Immigration,7.1.2017,0
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/business-account.html,Revenue,7.1.2017,217382
www.canada.ca/en/services/immigration-citizenship/search.html,Immigration,7.1.2017,0
www.canada.ca/fr/agence-revenu.html,Taxes,7.1.2017,266447
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/payroll-deductions-online-calculator.html,Taxes,7.1.2017,139166
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides.html,Immigration,7.1.2017,0
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/gst-hst-netfile/gst-hst-netfile-ready-file-online-check-list.html,Taxes,7.1.2017,327166
www.canada.ca/fr/services/prestations/ae/assurance-emploi-declaration-internet.html,Employment and Social Development ,7.1.2017,376273
www.canada.ca/en/revenue-agency/corporate/contact-information/telephone-numbers.html,Taxes,7.1.2017,205102
www.canada.ca/en/revenue-agency/services/e-services/auto-fill-return-express-noa.html,Taxes,7.1.2017,39489
www.canada.ca/en/immigration-refugees-citizenship/services/come-canada-tool.html,Immigration,7.1.2017,0
www.canada.ca/en/employment-social-development/programs/ei/ei-list/ei-roe/access-roe.html,Employment and Social Development ,7.1.2017,274352
www.canada.ca/fr/services/prestations/ae.html,Employment and Social Development ,7.1.2017,310791
www.canada.ca/fr/immigration-refugies-citoyennete/services/demande/compte.html,Immigration,7.1.2017,0
www.canada.ca/en/services/benefits/ei/ei-regular-benefit.html,Employment and Social Development ,7.1.2017,384590
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry.html,Immigration,7.1.2017,0
www1.canada.ca/en/esdc/service-canada.html,Employment and Social Development ,7.1.2017,0
www.canada.ca/en/services/jobs/opportunities.html,Jobs,7.1.2017,250105
www.canada.ca/en/revenue-agency/search.html,Taxes,7.1.2017,0
www.canada.ca/en/public-service-commission/jobs/services/gc-jobs.html,Jobs,7.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta.html,Immigration,7.1.2017,0
www.canada.ca/en/services/benefits/calendar.html,Benefits,7.1.2017,255382
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyPaymentDetails.aspx,Employment and Social Development ,7.1.2017,329452
www.canada.ca/en/revenue-agency/services/e-services/e-services-businesses/gst-hst-netfile.html,Taxes,7.1.2017,139300
www.canada.ca/en/revenue-agency/corporate/contact-information.html,Taxes,7.1.2017,133320
www.canada.ca/en/services/taxes.html,Taxes,7.1.2017,209552
www23.statcan.gc.ca/imdb/p3VD.pl,Other,7.1.2017,0
recherche-search.gc.ca/rGs/s_r,Canada.Ca Search,7.1.2017,0
www.canada.ca/fr/emploi-developpement-social/ministere/portefeuille/service-canada.html,Employment and Social Development ,7.1.2017,317046
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply.html,Immigration,7.1.2017,0
www.canada.ca/fr/services/immigration-citoyennete.html,Immigration,7.1.2017,0
www.canada.ca/en/employment-social-development/services/my-account/before-register.html,Employment and Social Development ,7.1.2017,229539
www.canada.ca/en/public-service-commission/jobs/services/public-service-jobs.html,Jobs,7.1.2017,527061
www.canada.ca/en/immigration-refugees-citizenship/services/work-canada.html,Immigration,7.1.2017,0
www.canada.ca/en/contact.html,Canada.ca Contact page,7.1.2017,298038
www.canada.ca/en/immigration-refugees-citizenship/services/application/check-processing-times.html,Immigration,7.1.2017,0
www.canada.ca/en/services/jobs/opportunities/government.html,Jobs,7.1.2017,153772
www.canada.ca/en/services/taxes/income-tax/personal-income-tax.html,Taxes,7.1.2017,119270
www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security/payments.html,Benefits,7.1.2017,217162
www.canada.ca/en/services/benefits.html,Benefits,7.1.2017,237386
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/eta/apply-passport-information.html,Immigration,7.1.2017,0
www.canada.ca/en/revenue-agency/services/e-services/cra-login-services/cra-login-services-register-forgot-your-user.html,Taxes,7.1.2017,134222
www.canada.ca/en/services/benefits/ei/ei-regular-benefit/apply.html,Benefits,7.1.2017,238169
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/account-individuals/help-account.html,Taxes,7.1.2017,106602
www.canada.ca/en/immigration-refugees-citizenship/services/study-canada.html,Immigration,7.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/visit-canada/apply-visitor-visa.html,Immigration,7.1.2017,0
www.canada.ca/en/services/benefits/publicpensions/cpp.html,Benefits,7.1.2017,159578
www.canada.ca/en/revenue-agency/services/e-services/payment-save-time-pay-online.html,Taxes,7.1.2017,58806
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/mycra.html,Taxes,7.1.2017,63775
www.canada.ca/en/revenue-agency/services/make-a-payment-canada-revenue-agency.html,Taxes,7.1.2017,118972
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/message-centre.jspx,Employment and Social Development ,7.1.2017,255734
www.canada.ca/en/employment-social-development/corporate/contact/ei-individual.html,Employment and Social Development ,7.1.2017,191234
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/works.html,Immigration,7.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/application-canadian-citizenship-adults.html,Immigration,7.1.2017,0
www1.canada.ca/fr/deconnexion/mdsc.html,Employment and Social Development ,7.1.2017,221416
www.canada.ca/en/services/benefits/publicpensions/cpp/cpp-benefit/amount.html,Benefits,7.1.2017,149099
www.canada.ca/en/services/taxes/gsthst.html,Taxes,7.1.2017,179223
search-recherche.gc.ca/rGs/s_r,Canada.Ca Search,7.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/application/application-forms-guides/guide-5256-applying-visitor-visa-temporary-resident-visa.html,Immigration,7.1.2017,0
www.canada.ca/fr/services/prestations/ae/assurance-emploi-reguliere.html,Employment and Social Development ,7.1.2017,166540
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/become-candidate/eligibility/find-national-occupation-code.html,Immigration,7.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/services/immigrate-canada/express-entry/eligibility/find-national-occupation-code.html,Immigration,7.1.2017,0
www.canada.ca/fr/sr.html,Canada.Ca Home Page,7.1.2017,195790
www.canada.ca/en/revenue-agency/services/child-family-benefits/benefit-payment-dates.html,Taxes,7.1.2017,77430
www.canada.ca/en/services/benefits/ei/ei-apply-online.html,Benefits,7.1.2017,206051
www.canada.ca/en/services/benefits/ei/ei-regular-benefit/eligibility.html,Benefits,7.1.2017,150266
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship.html,Immigration,7.1.2017,0
www.canada.ca/en/immigration-refugees-citizenship/corporate/contact-ircc.html,Immigration,7.1.2017,0
www.canada.ca/en/services/benefits/publicpensions/cpp/old-age-security.html,Benefits,7.1.2017,136644
www.canada.ca/en/immigration-refugees-citizenship/services/canadian-passports.html,Immigration,7.1.2017,0
www.canada.ca/en/employment-social-development.html,Employment and Social Development ,7.1.2017,133584
www.canada.ca/en/revenue-agency.html,Taxes,8.1.2017,3694164
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/home.jspx,Employment and Social Development ,8.1.2017,3854617
www.canada.ca/en/revenue-agency/services/e-services/e-services-individuals/account-individuals.html,Taxes,8.1.2017,3455641
www.canada.ca/en/employment-social-development/services/my-account/access.html,Employment and Social Development ,8.1.2017,2565140
www.canada.ca/en/immigration-refugees-citizenship/services/application/account.html,Immigration,8.1.2017,0
www.canada.ca/en/employment-social-development/services/my-account.html,Employment and Social Development ,8.1.2017,2084855
www.canada.ca/en/services/immigration-citizenship.html,Immigration,8.1.2017,0
www.canada.ca/en.html,Canada.Ca Home Page,8.1.2017,1998351
www.canada.ca/en/employment-social-development/corporate/portfolio/service-canada.html,Employment and Social Development ,8.1.2017,1752671
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/portal/page/portal/msca/private/faces/oracle/webcenter/portalapp/pages/ei-correspondence.jspx,Employment and Social Development ,8.1.2017,1581862
www.canada.ca/en/services/benefits/ei/ei-internet-reporting.html,Benefits,8.1.2017,1161534
www.canada.ca/en/revenue-agency/services/e-services/represent-a-client.html,Taxes,8.1.2017,1025907
www.canada.ca/en/services/benefits/ei.html,Benefits,8.1.2017,781592
www.canada.ca/en/immigration-refugees-citizenship/services/application.html,Immigration,8.1.2017,0
srv136.services.gc.ca/sc/msca-mdsc/portal-portail/pro/ei-ae/meiio-mraed/Pages/MyPayments.aspx,Employment and Social Development ,8.1.2017,1094042
www.canada.ca/en/sr.html,Canada.Ca Home Page,8.1.2017,1524848
